linha_original,protocolo,empreendimento,campo,problema,gravidade,recomendacao
708,149779230,CGH RIO CACHOEIRA,potencia,Potência (MW) ausente,BAIXO,Preencher a potência solicitada em MW
709,148856281,CGH RIO CASCAVEL,numero_licenca,Processo deferido sem número de licença,MEDIO,Preencher o número do documento de licença emitido
709,148856281,CGH RIO CASCAVEL,potencia,Potência (MW) ausente,BAIXO,Preencher a potência solicitada em MW
710,158899833,CGH RIO DA ILHA,tecnico_responsavel,Técnico responsável ausente,MEDIO,Atribuir técnico responsável pelo processo
712,149626352,CGH RIO DAS CINZAS 2,tecnico_responsavel,Técnico responsável ausente,MEDIO,Atribuir técnico responsável pelo processo
713,72678583,CGH RIO DAS MORTES,data_validade,Licença vencida em 2014-04-15,CRITICO,Verificar se houve renovação não registrada ou se o processo está encerrado
714,130265936,CGH RIO DAS MORTES,data_validade,Licença vencida em 2018-04-10,CRITICO,Verificar se houve renovação não registrada ou se o processo está encerrado
715,150960517,CGH RIO DAS MORTES,data_validade,Licença vencida em 2022-08-06,CRITICO,Verificar se houve renovação não registrada ou se o processo está encerrado
717,183157434,CGH RIO DO CAMPO,data_validade,Licença vencida em 2022-12-10,CRITICO,Verificar se houve renovação não registrada ou se o processo está encerrado
718,171200024,CGH RIO DO CAMPO,tecnico_responsavel,Técnico responsável ausente,MEDIO,Atribuir técnico responsável pelo processo
720,78418370,CGH RIO DO SALTO,data_validade,Licença vencida em 2013-03-28,CRITICO,Verificar se houve renovação não registrada ou se o processo está encerrado
721,144965345,CGH RIO DO SALTO,data_validade,Licença vencida em 2020-10-01,CRITICO,Verificar se houve renovação não registrada ou se o processo está encerrado
722,157770071,CGH RIO DO SALTO,data_validade,Licença vencida em 2021-10-18,CRITICO,Verificar se houve renovação não registrada ou se o processo está encerrado
724,49471467,CGH RIO DOS PATOS,data_validade,Licença vencida em 2007-09-26,CRITICO,Verificar se houve renovação não registrada ou se o processo está encerrado
725,93837347,CGH RIO DOS PATOS,data_validade,Licença vencida em 2011-07-24,CRITICO,Verificar se houve renovação não registrada ou se o processo está encerrado
726,78685654,CGH RIO DOS PATOS,data_validade,Licença vencida em 2019-07-10,CRITICO,Verificar se houve renovação não registrada ou se o processo está encerrado
727,161703869,CGH RIO JARACATIÁ,tecnico_responsavel,Técnico responsável ausente,MEDIO,Atribuir técnico responsável pelo processo
729,163191199,CGH RIO VERDE II,tecnico_responsavel,Técnico responsável ausente,MEDIO,Atribuir técnico responsável pelo processo
730,229989910,CGH RIO VERDE II,numero_licenca,Processo deferido sem número de licença,MEDIO,Preencher o número do documento de licença emitido
731,188053130,CGH RODRIGO GONÇALVES,data_validade,Licença vencida em 2025-05-09,CRITICO,Verificar se houve renovação não registrada ou se o processo está encerrado
735,77036784,CGH RONCADOR,tecnico_responsavel,Técnico responsável ausente,MEDIO,Atribuir técnico responsável pelo processo
736,150933633,CGH RONCADOR,tecnico_responsavel,Técnico responsável ausente,MEDIO,Atribuir técnico responsável pelo processo
740,135080063,CGH ROTA DAS ARAUCÁRIAS,tecnico_responsavel,Técnico responsável ausente,MEDIO,Atribuir técnico responsável pelo processo
741,163182963,CGH RP CAFELÂNDIA,tecnico_responsavel,Técnico responsável ausente,MEDIO,Atribuir técnico responsável pelo processo
741,163182963,CGH RP CAFELÂNDIA,tipologia/potencia,Potência 0.258 MW incompatível com a tipologia CGH,MEDIO,"Conferir tipologia × potência (MCH ≤0,075; MGH ≤0,5; CGH ≤5; PCH ≤30; UHE >30 MW)"
741,163182963,CGH RP CAFELÂNDIA,latitude/longitude,Mesma coordenada usada por 2 empreendimentos distintos,MEDIO,Conferir se a coordenada é genérica/placeholder e individualizar cada ponto
742,59687140,CGH SACI,data_validade,Licença vencida em 2010-09-03,CRITICO,Verificar se houve renovação não registrada ou se o processo está encerrado
743,78275049,CGH SACI,tecnico_responsavel,Técnico responsável ausente,MEDIO,Atribuir técnico responsável pelo processo
744,185210669,CGH SAFRA,data_validade,Licença vencida em 2023-06-06,CRITICO,Verificar se houve renovação não registrada ou se o processo está encerrado
746,180760121,CGH SALMOURA,data_validade,Licença vencida em 2023-09-28,CRITICO,Verificar se houve renovação não registrada ou se o processo está encerrado
747,166364183,CGH SALMOURA,tecnico_responsavel,Técnico responsável ausente,MEDIO,Atribuir técnico responsável pelo processo
750,45160025,CGH SALTO BANDEIRANTE,data_validade,Licença vencida em 2002-03-29,CRITICO,Verificar se houve renovação não registrada ou se o processo está encerrado
751,77025197,CGH SALTO BANDEIRANTE,data_validade,Licença vencida em 2013-12-20,CRITICO,Verificar se houve renovação não registrada ou se o processo está encerrado
752,141870998,CGH SALTO BANDEIRANTE,data_validade,Licença vencida em 2020-10-26,CRITICO,Verificar se houve renovação não registrada ou se o processo está encerrado
753,142543885,CGH SALTO BANDEIRANTE,data_validade,Licença vencida em 2018-09-20,CRITICO,Verificar se houve renovação não registrada ou se o processo está encerrado
755,160438045,CGH SALTO CLAUDELINO,data_validade,Licença vencida em 2025-11-26,CRITICO,Verificar se houve renovação não registrada ou se o processo está encerrado
757,147015844,CGH SALTO COSCHINHAKI,data_validade,Licença vencida em 2020-10-01,CRITICO,Verificar se houve renovação não registrada ou se o processo está encerrado
758,154842225,CGH SALTO COSCHINHAKI,data_validade,Licença vencida em 2023-03-02,CRITICO,Verificar se houve renovação não registrada ou se o processo está encerrado
759,196575200,CGH SALTO COSCHINHAKI,data_validade,Licença vencida em 2025-02-01,CRITICO,Verificar se houve renovação não registrada ou se o processo está encerrado
760,233923214,CGH SALTO COSCHINHAKI,data_validade,Licença vencida em 2026-01-30,CRITICO,Verificar se houve renovação não registrada ou se o processo está encerrado
763,78432624,CGH SALTO DA BANANA,tecnico_responsavel,Técnico responsável ausente,MEDIO,Atribuir técnico responsável pelo processo
764,49470851,CGH SALTO DO VAU,data_validade,Licença vencida em 2006-04-01,CRITICO,Verificar se houve renovação não registrada ou se o processo está encerrado
765,88346882,CGH SALTO DO VAU,data_validade,Licença vencida em 2009-03-14,CRITICO,Verificar se houve renovação não registrada ou se o processo está encerrado
766,72690885,CGH SALTO DO VAU,data_validade,Licença vencida em 2013-09-02,CRITICO,Verificar se houve renovação não registrada ou se o processo está encerrado
769,143707881,CGH SALTO ESTRELA,data_validade,Licença vencida em 2022-04-20,CRITICO,Verificar se houve renovação não registrada ou se o processo está encerrado
770,182569712,CGH SALTO ESTRELA,data_validade,Licença vencida em 2022-12-17,CRITICO,Verificar se houve renovação não registrada ou se o processo está encerrado
771,97641048,CGH SALTO ESTRELA,data_validade,Data de validade suspeita (anterior à data de emissão): 2012-04-14,CRITICO,Conferir/corrigir a data de validade (provável erro de digitação ou conversão)
777,154788395,CGH SALTO SÃO PEDRO,data_validade,Licença vencida em 2021-12-05,CRITICO,Verificar se houve renovação não registrada ou se o processo está encerrado
778,50369935,CGH SALTO SÃO PEDRO,data_validade,Licença vencida em 2007-12-05,CRITICO,Verificar se houve renovação não registrada ou se o processo está encerrado
780,25.876.657-1,CGH SALTO SÃO PEDRO,data_validade,Licença vencida em 2021-12-05,CRITICO,Verificar se houve renovação não registrada ou se o processo está encerrado
780,25.876.657-1,CGH SALTO SÃO PEDRO,tecnico_responsavel,Técnico responsável ausente,MEDIO,Atribuir técnico responsável pelo processo
782,50369951,CGH SANTA CLARA,tecnico_responsavel,Técnico responsável ausente,MEDIO,Atribuir técnico responsável pelo processo
782,50369951,CGH SANTA CLARA,latitude/longitude,Mesma coordenada usada por 2 empreendimentos distintos,MEDIO,Conferir se a coordenada é genérica/placeholder e individualizar cada ponto
783,50369960,CGH SANTA CLARA,latitude/longitude,Mesma coordenada usada por 2 empreendimentos distintos,MEDIO,Conferir se a coordenada é genérica/placeholder e individualizar cada ponto
784,53300391,CGH SANTA CLARA,tecnico_responsavel,Técnico responsável ausente,MEDIO,Atribuir técnico responsável pelo processo
784,53300391,CGH SANTA CLARA,latitude/longitude,Mesma coordenada usada por 2 empreendimentos distintos,MEDIO,Conferir se a coordenada é genérica/placeholder e individualizar cada ponto
785,53300405,CGH SANTA CLARA,tecnico_responsavel,Técnico responsável ausente,MEDIO,Atribuir técnico responsável pelo processo
785,53300405,CGH SANTA CLARA,latitude/longitude,Mesma coordenada usada por 2 empreendimentos distintos,MEDIO,Conferir se a coordenada é genérica/placeholder e individualizar cada ponto
786,74803458,CGH SANTA CLARA,data_validade,Licença vencida em 2013-05-07,CRITICO,Verificar se houve renovação não registrada ou se o processo está encerrado
786,74803458,CGH SANTA CLARA,latitude/longitude,Mesma coordenada usada por 2 empreendimentos distintos,MEDIO,Conferir se a coordenada é genérica/placeholder e individualizar cada ponto
787,79370070,CGH SANTA CLARA,data_validade,Licença vencida em 2017-04-18,CRITICO,Verificar se houve renovação não registrada ou se o processo está encerrado
787,79370070,CGH SANTA CLARA,latitude/longitude,Mesma coordenada usada por 2 empreendimentos distintos,MEDIO,Conferir se a coordenada é genérica/placeholder e individualizar cada ponto
788,176283742,CGH SANTA CLARA,latitude/longitude,Mesma coordenada usada por 2 empreendimentos distintos,MEDIO,Conferir se a coordenada é genérica/placeholder e individualizar cada ponto
789,117047458,CGH SANTA CRUZ,data_validade,Licença vencida em 2023-05-01,CRITICO,Verificar se houve renovação não registrada ou se o processo está encerrado
792,138239713,CGH SANTA CURA,tecnico_responsavel,Técnico responsável ausente,MEDIO,Atribuir técnico responsável pelo processo
794,120786377,CGH SANTA FÉ,data_validade,Licença vencida em 2017-03-26,CRITICO,Verificar se houve renovação não registrada ou se o processo está encerrado
795,141606409,CGH SANTA FÉ,data_validade,Licença vencida em 2020-02-23,CRITICO,Verificar se houve renovação não registrada ou se o processo está encerrado
796,161573493,CGH SANTA FÉ,tecnico_responsavel,Técnico responsável ausente,MEDIO,Atribuir técnico responsável pelo processo
797,180760547,CGH SANTA JACINTA,data_validade,Licença vencida em 2023-11-03,CRITICO,Verificar se houve renovação não registrada ou se o processo está encerrado
799,182359602,CGH SANTA MARIA,data_validade,Licença vencida em 2022-12-17,CRITICO,Verificar se houve renovação não registrada ou se o processo está encerrado
801,88367260,CGH SANTA PAULA,data_validade,Licença vencida em 2017-04-24,CRITICO,Verificar se houve renovação não registrada ou se o processo está encerrado
802,143381935,CGH SANTA PAULA,data_validade,Licença vencida em 2021-09-26,CRITICO,Verificar se houve renovação não registrada ou se o processo está encerrado
803,175635742,CGH SANTA PAULA,data_validade,Licença vencida em 2022-09-24,CRITICO,Verificar se houve renovação não registrada ou se o processo está encerrado
805,73734487,CGH SANTA RITA,data_validade,Licença vencida em 2010-12-15,CRITICO,Verificar se houve renovação não registrada ou se o processo está encerrado
808,181312890,CGH SANTA TEREZA,data_validade,Licença vencida em 2022-11-18,CRITICO,Verificar se houve renovação não registrada ou se o processo está encerrado
809,120786369,CGH SANTA TEREZINHA,data_validade,Licença vencida em 2018-06-21,CRITICO,Verificar se houve renovação não registrada ou se o processo está encerrado
810,148205183,CGH SANTA TEREZINHA,data_validade,Licença vencida em 2020-02-23,CRITICO,Verificar se houve renovação não registrada ou se o processo está encerrado
811,161591742,CGH SANTA TEREZINHA,tecnico_responsavel,Técnico responsável ausente,MEDIO,Atribuir técnico responsável pelo processo
812,51322533,CGH SANTANA,data_validade,Licença vencida em 2004-12-08,CRITICO,Verificar se houve renovação não registrada ou se o processo está encerrado
812,51322533,CGH SANTANA,tipologia/potencia,Potência 0.6 MW incompatível com a tipologia MGH,MEDIO,"Conferir tipologia × potência (MCH ≤0,075; MGH ≤0,5; CGH ≤5; PCH ≤30; UHE >30 MW)"
813,52272009,CGH SANTANA,data_validade,Licença vencida em 2001-12-11,CRITICO,Verificar se houve renovação não registrada ou se o processo está encerrado
813,52272009,CGH SANTANA,tipologia/potencia,Potência 0.6 MW incompatível com a tipologia MGH,MEDIO,"Conferir tipologia × potência (MCH ≤0,075; MGH ≤0,5; CGH ≤5; PCH ≤30; UHE >30 MW)"
814,83673249,CGH SANTANA,data_validade,Licença vencida em 2008-12-20,CRITICO,Verificar se houve renovação não registrada ou se o processo está encerrado
814,83673249,CGH SANTANA,tipologia/potencia,Potência 0.6 MW incompatível com a tipologia MGH,MEDIO,"Conferir tipologia × potência (MCH ≤0,075; MGH ≤0,5; CGH ≤5; PCH ≤30; UHE >30 MW)"
815,72719450,CGH SANTANA,data_validade,Licença vencida em 2013-03-11,CRITICO,Verificar se houve renovação não registrada ou se o processo está encerrado
815,72719450,CGH SANTANA,tipologia/potencia,Potência 0.6 MW incompatível com a tipologia MGH,MEDIO,"Conferir tipologia × potência (MCH ≤0,075; MGH ≤0,5; CGH ≤5; PCH ≤30; UHE >30 MW)"
816,118636953,CGH SANTANA,data_validade,Licença vencida em 2019-11-19,CRITICO,Verificar se houve renovação não registrada ou se o processo está encerrado
816,118636953,CGH SANTANA,tipologia/potencia,Potência 0.6 MW incompatível com a tipologia MGH,MEDIO,"Conferir tipologia × potência (MCH ≤0,075; MGH ≤0,5; CGH ≤5; PCH ≤30; UHE >30 MW)"
